rank,word,meaning_ko,example_en,pos,cefr,score,subtlex_count,opensubtitles_count,source
2644,volcano,화산,Goblinland was indeed the crater of an immense ancient volcano.,other,B1,58.9,219,6094,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2645,replacement,교체자,Hormone replacement therapy for transgender people is lifesaving.,other,B2,58.9,411,5846,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2646,cape,케이프,Tom is the only one wearing a cape.,other,B2,58.9,420,5652,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2647,visible,눈에 보이는,Uranus should be visible later.,other,B1,58.9,253,4923,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2648,ferry,나루터,They took a ferry to a nearby island for the day.,other,B1,58.9,279,4262,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2649,blanket,모포,I actually never gave any blanket condemnation of that; my criticism was more specific.,other,A2,58.89,930,11640,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2650,uncover,목로하다,Specialized instruments are used to uncover any hidden pockets of water.,,B1,58.89,257,4770,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2651,freezer,냉동기,Try using “freezer” in a sentence of your own today.,other,B1,58.89,279,4237,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2652,belly,복부,Try using “belly” in a sentence of your own today.,other,A2,58.88,883,12476,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2653,electric,전기의,All the common electric lamps (less than 70 watts) are made with vacuums inside.,other,A2,58.88,887,12394,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2654,judgment,판단,Don't let your judgment cloud your emotions.,other,A2,58.88,897,12241,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2655,net,네트,Try using “net” in a sentence of your own today.,other,A2,58.88,922,11748,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2656,mansion,저택,"Of late, this portentous mansion has begun to give signs of dilapidation and decay.",other,B2,58.88,365,6861,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2657,elephant,코끼리,People flatter the elephant and trample the ant.,other,A2,58.87,803,14270,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2658,mall,런던의,Tom's a mall cop.,other,A2,58.87,1034,9812,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2659,opponent,상대,Tom made his opponent tap out.,other,B2,58.87,331,7875,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2660,confirmation,비준,Gender confirmation surgery has an exceptionally low regret rate.,other,B1,58.87,288,3986,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2661,unknown,미지,The interstellar journey was filled with unknown dangers.,other,A2,58.86,787,14584,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2662,sauce,소스,What's your favorite dipping sauce for onion rings?,other,A2,58.86,824,13680,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2663,industrial,공업주,What are the industrial applications of boron?,other,B1,58.86,234,5375,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2664,yacht,요트,Another orca attacked a yacht in completely different waters.,other,B2,58.86,461,4821,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2665,filter,필터,The safest method is to use a filter.,other,B1,58.86,266,4453,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2666,outlaw,법익 박탈,The outlaw left a note in the saloon.,other,B1,58.86,288,3964,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2667,tangible,실체가 있는,Try using “tangible” in a sentence of your own today.,adjective,C2,58.86,56,953,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2668,albert,앨버트공,I don't think Albert Einstein actually said that.,other,C1,58.85,949,14140,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2669,gentle,귀천,Mary's gentle nature is part of her beauty.,other,A2,58.85,858,12745,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2670,courtesy,공손,"Where I come from, that's just common courtesy.",other,B2,58.85,424,5401,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2671,fragment,조각,Try using “fragment” in a sentence of your own today.,other,B1,58.85,246,4961,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2672,publisher,발표자,Try using “publisher” in a sentence of your own today.,other,B1,58.85,292,3865,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2673,trim,정된,Try using “trim” in a sentence of your own today.,other,B1,58.85,302,3666,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2674,coin,동전,He tossed the coin into the fountain.,other,A2,58.84,744,15680,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2675,scout,정찰병,Mary rode ahead to scout the trail.,other,C1,58.84,1034,12413,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2676,supper,저녁 식사,Try using “supper” in a sentence of your own today.,other,A2,58.84,1000,10144,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2677,dose,복용시키다,I got my first dose of the vaccine.,other,B2,58.84,375,6436,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2678,spite,독살,"In spite of everything, Tom is happy.",other,B2,58.84,388,6131,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2679,papa,아빠,Try using “papa” in a sentence of your own today.,other,C2,58.83,2180,31095,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2680,liberty,멋대로함,War is peace. Surveillance is liberty. Ignorance is strength.,other,A2,58.83,928,11232,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2681,manipulate,조작하다,Try using “manipulate” in a sentence of your own today.,other,B2,58.83,351,7030,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2682,swan,백조,Try using “swan” in a sentence of your own today.,other,B2,58.83,416,5475,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2683,noon,야반,"Whoever sleeps until noon, then starts to run.",other,A2,58.82,937,10982,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2684,porch,베란다,Tom isn't the brightest bulb on the porch.,other,B2,58.82,500,4148,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2685,majesty,위엄,Her Majesty graced the ballroom with her presence.,other,C2,58.81,1885,38052,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2686,similar,유사한,The pillow never brought similar people together.,other,A2,58.81,695,17016,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2687,vic,자형 편대,Try using “vic” in a sentence of your own today.,other,C1,58.81,1026,12342,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2688,bake,회식,"""Wanna wake 'n bake?"" ""I have work.""",other,A2,58.81,868,12235,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2689,earl,백작,Try using “earl” in a sentence of your own today.,other,C1,58.81,1054,11808,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2690,thread,끈 실,The spider hung on a thread and danced.,other,B2,58.81,363,6610,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2691,poverty,빈곤,Poverty is a preventable cause of death.,other,B1,58.81,221,5647,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2692,supposedly,상상상,Amber Heard didn't even name Johnny Depp in the supposedly defamatory comments.,other,B1,58.81,262,4412,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2693,caution,신중,Let’s move ahead with caution.,other,B1,58.81,270,4216,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2694,production,생산,I'd let Tom seize my means of production.,other,A2,58.8,714,16237,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2695,pat,다독거리다,Pat Robertson's life was tragically long.,other,C1,58.8,1003,12641,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2696,pro,프로의,Latin was more strictly pro-drop than any of its descendants.,other,A2,58.8,878,11969,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2697,cooperation,협력,Trust is the bedrock of cooperation.,other,B2,58.8,407,5539,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2698,primitive,원시적,Try using “primitive” in a sentence of your own today.,other,B1,58.8,266,4272,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2699,prejudice,편견,Try using “prejudice” in a sentence of your own today.,other,B1,58.8,292,3742,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2700,qualify,자격을 얻다,"Due to their huge size and luminance, they easily qualify as “first magnitude” stars.",other,B1,58.8,305,3507,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2701,escort,동반,"No, I am not an escort.",other,C1,58.79,944,13693,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2702,dimension,차원,The shadow people are spies from another dimension.,other,B2,58.79,353,6814,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2703,convert,전환,"Tom is a ger, a convert to Judaism.",other,B2,58.79,366,6437,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2704,wealthy,부자인,"Celebrities are just people, except obscenely wealthy.",other,B2,58.79,376,6193,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2705,efficient,효율적인,Try using “efficient” in a sentence of your own today.,other,B1,58.79,253,4574,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2706,hors,의 밖,Try using “hors” in a sentence of your own today.,,C2,58.78,2242,28857,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2707,childhood,아동기,What is your favorite memory from childhood?,other,A2,58.78,731,15445,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2708,fatal,치사,Life is a sexually transmitted disease that is always fatal.,other,B2,58.78,371,6284,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2709,ambitious,야심찬,She sets ambitious goals for herself.,other,B1,58.78,243,4842,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2710,comedian,익살꾼,"For a comedian, Tom's not all that funny.",,B1,58.78,258,4415,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2711,caller,방문객,Try using “caller” in a sentence of your own today.,other,B1,58.78,264,4279,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2712,merchant,상인,Al Pacino played Shylock in a version of The Merchant of Venice.,other,B1,58.77,201,6346,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2713,undo,취소,It's hard to undo decades of social programming.,other,B1,58.77,263,4257,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2714,scholar,선비,A scholar is rarely a rich man.,other,B1,58.76,233,5059,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2715,luxury,사치,Velvet fabric is often seen as a sign of luxury.,other,B2,58.75,332,7274,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2716,intimate,친근,Try using “intimate” in a sentence of your own today.,other,B2,58.75,379,5967,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2717,absorb,흡수하다,Try using “absorb” in a sentence of your own today.,other,B1,58.75,227,5239,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2718,mechanical,역학적,Try using “mechanical” in a sentence of your own today.,other,B1,58.75,250,4542,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2719,auto,자동,"The word ""literally"" is an auto-antonym.",other,B2,58.74,395,5565,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2720,welfare,복리,Try using “welfare” in a sentence of your own today.,other,B2,58.74,402,5425,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2721,rebuild,개조하다,Antifa helped rebuild Germany after World War II.,other,B1,58.74,244,4661,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2722,adapt,적응하다,Will the justice system adapt to new laws?,other,B1,58.73,220,5395,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2723,organic,유기,Mary visited a local farmers' market to learn about organic farming.,other,B1,58.73,226,5209,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2724,backpack,배낭,Did you see who took my backpack?,other,B1,58.73,244,4630,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2725,originally,본래,Coca-Cola originally had cocaine in it.,other,B2,58.72,355,6459,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2726,owl,올빼미,Try using “owl” in a sentence of your own today.,other,B2,58.72,395,5496,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2727,remark,주목하다,Tom is always ready with a sardonic remark.,other,B2,58.72,452,4495,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2728,method,방법,The safest method is to use a filter.,other,A2,58.71,732,14719,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2729,bomber,폭격기,Try using “bomber” in a sentence of your own today.,other,B2,58.71,374,5923,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2730,ridge,산맥,The wind tore the ridge tile from me.,other,B2,58.71,400,5380,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2731,visa,사증,Try using “visa” in a sentence of your own today.,other,B1,58.71,248,4471,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2732,employment,고용,Beyle works at an employment agency.,other,B1,58.71,273,3867,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2733,unhappy,불행한,One of our cats is very unhappy about the new kittens.,other,A2,58.7,843,11881,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2734,romance,공상벽,"Human philosophy, theoretical physics, poetry, Italian Masters, romance.",other,A2,58.7,871,11329,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2735,selection,선택,Dog and cat breeding isn't natural selection.,other,B1,58.7,252,4350,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2736,transportation,수송,What form of public transportation do you prefer?,other,B1,58.7,283,3661,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2737,mysterious,신비한,"There are no high-resolution images of this mysterious ""Tom"" figure.",other,A2,58.69,765,13617,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2738,lawsuit,소송,That sounds like a lawsuit in the making.,other,B2,58.69,410,5091,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2739,delta,삼각주,Try using “delta” in a sentence of your own today.,other,B2,58.69,431,4746,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2740,gallon,갤런,Tom bought a gallon of distilled water.,other,B1,58.69,303,3286,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2741,phantom,꼭두,The right loves its phantom enemies.,other,B1,58.68,233,4795,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2742,improvement,개량,Self-improvement is a journey of self-discovery.,other,B1,58.68,256,4171,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2743,dusty,먼지투성이의,The sheriff walked down the dusty street.,other,B1,58.68,283,3617,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2744,classical,고전적,Classical liberalism deifies abstractions and objectifies humans.,other,B1,58.67,224,5054,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2745,achievement,성공,What is your proudest achievement?,other,B1,58.67,233,4763,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2746,limb,앞이,This story cost me a limb.,other,B2,58.66,370,5809,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2747,pursuit,속행,The pursuit of knowledge enriches the soul.,other,B2,58.66,383,5523,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2748,peep,훔쳐봄,Try using “peep” in a sentence of your own today.,,B2,58.66,408,5029,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2749,beaver,비버,Try using “beaver” in a sentence of your own today.,other,B1,58.66,286,3493,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2750,allowance,수당,Try using “allowance” in a sentence of your own today.,other,B1,58.66,290,3438,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2751,con,으로써,The con artist victimizes elderly pensioners.,other,C1,58.65,930,12759,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2752,yoga,요가,Mary took a yoga class by the sea.,other,B1,58.65,227,4906,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2753,curly,곱슬곱슬한,Why do pigs have curly tails?,other,B1,58.65,294,3345,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2754,positively,맹세코,Try using “positively” in a sentence of your own today.,other,B1,58.65,310,3080,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2755,weigh,울리다,How much does that dumbbell weigh?,other,A2,58.64,810,12115,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2756,idol,우상,Try using “idol” in a sentence of your own today.,other,B1,58.64,165,7799,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2757,evolve,진화하다,What is consciousness and why did it evolve?,other,B2,58.64,310,7451,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2758,splash,반점,Try using “splash” in a sentence of your own today.,other,B2,58.64,326,6937,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2759,domestic,국내의,This might be said to a domestic animal.,other,B2,58.64,354,6143,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2760,regain,되찾다,Trust once lost is difficult to regain.,other,B1,58.64,224,4947,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2761,category,범주,"Should I pick a category, or do you want to?",other,B1,58.64,258,4032,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2762,academic,대학의,Tom and Mary met at an academic conference.,other,B1,58.64,273,3695,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2763,threw,던졌다,Tom threw a pebble at Mary's bedroom window.,other,C2,58.63,2082,29223,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2764,backyard,뒤뜰,We found two tiny kittens in our backyard.,other,B2,58.63,381,5454,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2765,drawer,발행인,That drawer is full of miscellaneous items.,other,A2,58.62,881,10545,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2766,sidewalk,인도,Tom’s shadow stretched across the sidewalk.,other,B1,58.62,307,3081,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2767,capital,원금,Tom thinks Canberra is the capital of Austria.,other,A2,58.61,675,15516,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2768,melody,가락,I recognize that melody.,other,B2,58.61,359,5892,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2769,thigh,넓적다리,Try using “thigh” in a sentence of your own today.,other,B2,58.61,387,5252,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2770,boil,비등,The alcohol cooks off when you boil it.,other,A2,58.6,789,12232,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2771,assemble,모이다,Try using “assemble” in a sentence of your own today.,other,B2,58.6,367,5658,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2772,stew,스튜,Try using “stew” in a sentence of your own today.,other,B2,58.6,375,5473,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2773,lightly,살짝,She touched his arm lightly as she spoke.,other,B1,58.6,235,4506,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2774,lett,레트말,Try using “lett” in a sentence of your own today.,other,C2,58.59,2001,30057,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2775,roman,로마,"The ""New Testament"" was Roman anti-Jewish propaganda.",other,C1,58.59,686,19291,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2776,useful,유용,This sentence isn't useful for language learners.,other,A2,58.59,669,15524,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2777,diet,의회,Didn't you say you were on a diet?,other,A2,58.59,844,10970,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2778,memorial,참배,Try using “memorial” in a sentence of your own today.,other,B2,58.59,363,5715,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2779,atomic,원자의,Nihonium is the chemical element with atomic number 113.,other,B1,58.59,252,4028,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2780,tune,곡조,Revolutionary methods must be in tune with revolutionary aims.,other,A2,58.58,796,11959,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2781,corridor,복도,Try using “corridor” in a sentence of your own today.,other,B2,58.58,336,6345,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2782,climate,기후,Oil company CEOs should not chair climate conferences.,other,B1,58.58,188,6170,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2783,moonlight,달빛,Her Ladyship’s necklace sparkled in the moonlight.,other,B2,58.58,394,5026,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2784,artistic,멋있는,Do you enjoy sharing your artistic process?,other,B1,58.58,251,4039,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2785,principal,교장,He went to all the principal cities of Europe.,other,A2,58.57,742,13112,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2786,donkey,고집통이,"While the ox is sick, they cauterize the donkey.",other,B2,58.57,308,7179,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2787,mortgage,저당,Tom works at a mortgage brokerage.,other,B2,58.57,357,5778,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2788,sparkle,번득임,He noticed the sparkle in her eyes.,other,B1,58.56,230,4520,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2789,babysitter,베이비시터,Try using “babysitter” in a sentence of your own today.,,B1,58.55,259,3758,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2790,ruth,룻기,"Why would Ruth, of all people, think that?",other,C1,58.54,1058,9836,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2791,millionaire,백만장자,"Whenever someone blames immigrants for their problems, a millionaire opens a bottle of champagne.",other,B2,58.54,381,5151,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2792,unload,부리다,"I've had a long day, and I've got a lot of stuff to unload.",,B2,58.54,407,4681,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2793,cane,회초리,Try using “cane” in a sentence of your own today.,other,B2,58.54,425,4366,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2794,blush,붉히다,"Shame makes one blush, fear makes one turn yellow.",other,B1,58.54,258,3768,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2795,separation,별거,He couldn't bear the weight of the separation.,other,B1,58.54,260,3719,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2796,demon,악마,"Nicholas II was a demon, not a saint.",other,C2,58.53,2276,23924,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2797,lend,증대시키다,We lend barley to those who have wheat.,other,A2,58.53,715,13489,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2798,legitimate,합법적인,Gene patents are not legitimate.,other,B2,58.53,385,5036,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2799,breakdown,붕괴,Try using “breakdown” in a sentence of your own today.,other,B2,58.53,397,4814,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2800,branch,지류,I doubt that branch can support your weight.,other,A2,58.52,706,13656,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2801,mint,박하,These action figures are in mint condition.,other,B2,58.52,372,5268,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2802,uncomfortable,불편한,The idea of visiting a church makes me uncomfortable.,other,A2,58.51,798,11371,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2803,proven,증명된,This has literally been proven to be happening.,other,B2,58.51,339,6008,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2804,cultural,계발적,They focus on the cultural impact of music.,other,B1,58.51,202,5293,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2805,unto,에게,Try using “unto” in a sentence of your own today.,other,B2,58.51,389,4877,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2806,identification,신분 증명,"It is advisable to bring some photographic identification, such as a valid passport.",other,B2,58.51,412,4483,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2807,rational,합리적인,Try using “rational” in a sentence of your own today.,other,B1,58.51,258,3684,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2808,soap,비누,Can you use shampoo as soap?,other,A2,58.5,840,10423,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2809,expectation,기대,Try using “expectation” in a sentence of your own today.,other,B2,58.5,335,6054,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2810,banker,물주,Tom's father is a banker from Boston.,other,B2,58.5,353,5618,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2811,itch,가려움,Can you itch me here?,,B2,58.5,396,4740,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2812,physician,의사,What do you feel are the social responsibilities of a physician?,other,B2,58.49,381,4979,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2813,freely,아낌없이,It's not consent unless it's given freely.,other,B1,58.49,215,4764,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2814,sufficient,충분한,Awareness is necessary but not sufficient.,other,B1,58.49,243,3977,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2815,appearance,곡두,His abstemious habits gave him a skeletal appearance.,other,A2,58.48,747,12230,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2816,pan,상판대기,His brother scrubbed the pan with a Brillo pad.,other,A2,58.48,774,11633,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2817,bunny,토끼,I know of a bunny shelter in Ohio.,other,C1,58.48,1038,9692,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2818,sophisticate,궤변부리다,Try using “sophisticate” in a sentence of your own today.,other,B2,58.48,354,5518,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2819,imply,암시하다,Try using “imply” in a sentence of your own today.,other,B2,58.48,364,5305,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
2820,bizarre,기이한,It's just still bizarre.,other,B2,58.48,372,5128,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
